OrchardID,NrKlant,NmKlant,NrKlantGenby,MonstGenBij,Adres2,Adres3,Adres4,NrOrder,NrOndz,Subcategorie,Sample description,Material,OmTypeMonster,DtMonster,DtVerslag,BemDiepteLg,BemDiepteHg,NrMonsterRm,TVocht,Moisture,TDroge stof,Droge stof,Tleeg3,leeg3,TN-Tot,Total nitrogen stock (mg N/kg),TCN,C/N ratio,TN-Levering,N-supplying capacity (kg N/ha),TC-totaal,C-totaal,TP-totaal,Total P-stock (mg P2O5/100g),TP-PAE,P-PAE,TAdviesPw,AdviesPw,TP-AL,P-AL,TK,K,TK-vrd,K-soil stock (mmol+/kg),TK-getal,K-getal,TS-totaal,Total sulphur stock (mg S/kg),TSLV,S-supplying capacity (kg S/ha),TSaanv,Saanv,TMg,Mg,TK/Mg,K/Mg,TNa,Na,TB,B,TCu-PAE,Cu-PAE,TMn,Mn,TCo-PAE,Co-PAE,TZn-PAE,Zn-PAE,TpH_NIR,pH_NIR,TpH,pH,TKZK,Carbonate lime (%),TOS,Organic matter (%),TLutum,Clay % (<2 μm),TCEC,Clay-humus (CEC)CEC (mmol+/kg),TCEC-Bez.,CEC-saturation (%),TS-PAE,S-PAE,TMicr.activiteit,Microbial activity (mg N/kg),TC/S,C/S ratio,TEc,Ec,TCl,Cl,TAl-ox,Al-ox,TFe-ox,Fe-ox,TP-ox,P-ox,TCadmium,Cadmium,TChroom,Chroom,TKoper,Koper,TKwik,Kwik,TNikkel,Nikkel,TLood,Lood,TZink,Zink,TArseen,Arseen,TN-NO3(dr),N-NO3(dr),TN-NO3 (kg/ha),N-NO3 (kg/ha),TCa-vrd,Ca-soil stock (mmol+/kg),TMg-vrd,Mg-soil stock (mmol+/kg),TNa-vrd,Na-soil stock (mmol+/kg),TH-bez,H-saturation (%),TAl-bez,AL-saturation (%),Tverkr.bh,Soil crumbling score,Tverslemp,Soil slaking score,Tmicro.bm,micro.bm,Tbact.bm,bact.bm,Tschim.bm,schim.bm,TAmm-N(dr),Amm-N(dr),TVrd-N(dr),Vrd-N(dr),TPw,Pw,T0-2 P,0-2 P,T2-16 P,2-16 P,T16-50 P,16-50 P,T50-105 P,50-105 P,T105-150 P,105-150 P,T150-210 P,150-210 P,T210-300 P,210-300 P,T300-420 P,300-420 P,T420-600 P,420-600 P,T600-2000 P,600-2000 P,TM50  P,M50  P,TD10/60  P,D10/60  P,TSe,Se,TM50_NIR,M50μm (medium value of the sand fraction) ,TCa-bez,Ca-saturation (%),TMg-bez,Mg-saturation (%),TK-bez,K-saturation (%),TNa-bez,Na-saturation (%),TN-tot-opl,N-tot-opl,TN-org-opl,N-org-opl,Tschim./bact,schim./bact,TpH-CaCl2,pH-CaCl2,T0-2,0-2,T2-16,2-16,T16-50,16-50,T50-63,50-63,T63-125,63-125,T125-180,125-180,T180-250,180-250,T250-355,250-355,T355-500,355-500,T500-1000,500-1000,T1000-2000,1000-2000,TM50,M50,TD60/D10,D60/D10,TCa-besch,Ca-besch,TCa-voorr,Ca-soil stock (kg Ca/ha),TP-verz.graad,P-verz.graad,TC-org,C-organic SOC (%),TC-anorg,C-anorg,T2-50,2-50,T50-2000,50-2000,TCa-besch (mmol/l),Ca-besch (mmol/l),TC/OS,C/OS ratio,TSilt,Silt % (2-50 μm),TZand,Sand % (>50 μm),TSi,Si,TMo,Mo,TFe,Fe,TK_HCl,K_HCl,pF 2.0 (%) Field Capacity,pF 4.2 (%) Wilting Point,Density g/cm3
LONGSHOT4,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210927,776841,BEM,LONGSHOT4 16906,BODEM,Loess,08102020,12112020,0,15,0,,1.8,,,,,,3370,,11,,90,,,,264,,,,,,,,,,5.8,,,,695,,21,,25,,,,,,,,,,,,,,,,,,,,6.9,,0.8,,6.3,,15,,214,,100,,,,70,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,25.2,,1.4,<,0.1,<,0.1,,8.3,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,85,,12,,2.7,,0.7,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050,,,,3.6,,,,,,,,,,0.57,,41,,37,,,,,,,,,40,17.9,1.11
LONGSHOT5,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210927,776842,BEM,LONGSHOT5 16907,BODEM,Loess,08102020,12112020,0,15,0,,1.3,,,,,,1970,,10,,65,,,,264,,,,,,,,,,7,,,,180,,2,,6,,,,,,,,,,,,,,,,,,,,6.9,,0.2,,4.2,,13,,150,,92,,,,50,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,14.7,,1,<,0.1,<,0.1,,8.5,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,77,,9.8,,4.7,,0.7,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070,,,,2,,,,,,,,,,0.48,,42,,41,,,,,,,,,37.1,13.7,1.18
LONGSHOTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWERDOWN1,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5213843,777291,BEM,LOWERDOWN1 17601,BODEM,Loess,08102020,02112020,0,25,0,,1.4,,,,,,1130,,14,,50,,,,93,,,,,,,,,,1.1,,,,335,,19,,23,,,,,,,,,,,,,,,,,,,,4.6,,0.4,,2.9,,9,,96,,67,,,,59,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,8.9,,0.3,,0.3,,2.9,,8.9,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,56,,9.3,,1.1,,0.3,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305,,,,1.6,,,,,,,,,,0.55,,29,,59,,,,,,,,,32.4,9.1,1.22
LOWERDOWN2,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5213843,777292,BEM,LOWERDOWN2 17602,BODEM,Loess,08102020,02112020,0,25,0,,1.2,,,,,,1130,,15,,50,,,,131,,,,,,,,,,2.3,,,,325,,17,,21,,,,,,,,,,,,,,,,,,,,4.5,,0.6,,2.9,,8,,99,,63,,,,40,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,9.2,,0.3,,0.3,,4.8,,9.1,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,51,,9.3,,2.3,,0.3,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,,,,1.8,,,,,,,,,,0.62,,32,,57,,,,,,,,,32.7,8.8,1.22
LOWERVINE,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211127,776678,BEM,Lowervine 16468,BODEM,Loess,08102020,12112020,0,15,0,,2.1,,,,,,3320,,10,,95,,,,181,,,,,,,,,,3.1,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,7.5,,29.3,,6.6,,17,,229,,100,,,,68,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,12.7,,0.7,<,0.1,<,0.1,,8,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,93,,5.5,,1.4,,0.3,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7065,,,,3.3,,,,,,,,,,0.5,,22,,25,,,,,,,,,42,22.7,1.10
LOWERVINEF,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776705,BEM,LOWERVINEF 16469,BODEM,Loess,08102020,12112020,0,15,0,,1.9,,,,,,3460,,9,,110,,,,194,,,,,,,,,,2.8,,,,225,,1,,5,,,,,,,,,,,,,,,,,,,,7.5,,35.4,,7.2,,16,,207,,100,,,,94,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,10.3,,0.5,<,0.1,<,0.1,,8.2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,93,,5,,1.4,,0.2,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6305,,,,3.3,,,,,,,,,,0.46,,15,,26,,,,,,,,,42.2,23.3,1.09
MALCOLMS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211128,776686,BEM,MALCOLMS 16470,BODEM,Loess,08102020,12112020,0,15,0,,1.8,,,,,,3450,,9,,110,,,,149,,,,,,,,,,2.7,,,,430,,10,,14,,,,,,,,,,,,,,,,,,,,7.3,,14.2,,7.1,,23,,251,,100,,,,105,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,19.2,,1,<,0.1,<,0.1,,7.2,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,91,,7.6,,1.1,,0.4,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465,,,,3.2,,,,,,,,,,0.45,,35,,21,,,,,,,,,43.6,24.6,1.09
MALCOLMSF,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776706,BEM,MALCOLMSF 16471,BODEM,Loess,08102020,12112020,0,15,0,,1.6,,,,,,2980,,12,,80,,,,227,,,,,,,,,,4.6,,,,460,,10,,14,,,,,,,,,,,,,,,,,,,,7,,0.9,,6.5,,18,,209,,100,,,,73,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,18.1,,1.4,<,0.1,<,0.1,,7.9,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,89,,8.7,,2.2,,0.7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150,,,,3.7,,,,,,,,,,0.57,,45,,30,,,,,,,,,41.2,19.8,1.11
MEADS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223518,778227,BEM,MEADS 18489,BODEM,Loess,08102020,12112020,0,25,0,,3.3,,,,,,4260,,11,,190,,,,115,,,,,,,,,,7,,,,920,,45,,49,,,,,,,,,,,,,,,,,,,,6.1,,1.1,,8.1,,58,,331,,78,,,,214,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,32.5,,1.8,<,0.1,<,0.1,,3.9,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,66,,9.8,,2.1,,0.5,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11720,,,,4.6,,,,,,,,,,0.57,,2,,31,,,,,,,,,44.5,21.7,1.06
MEADSGRASS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223522,778242,BEM,MEADSGRASS 18490,BODEM,Loess,08102020,12112020,0,25,0,,2.8,,,,,,3090,,10,,150,,,,187,,,,,,,,,,6.1,,,,420,,25,,29,,,,,,,,,,,,,,,,,,,,6.1,,0.5,,6.3,,45,,236,,77,,,,151,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,26.5,,1.5,<,0.1,<,0.1,,3.1,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,63,,11,,2.6,,0.6,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300,,,,3.1,,,,,,,,,,0.49,,18,,30,,,,,,,,,45.1,27.4,1.11
MIDROADF1,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5213844,777302,BEM,MIDROADF1 17603,BODEM,Loess,08102020,06112020,0,25,0,,1.1,,,,,,1400,,9,,85,,,,115,,,,,,,,,,3.9,,,,255,,14,,18,,,,,,,,,,,,,,,,,,,,4.4,,0.3,,2.4,,12,,91,,68,,,,49,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,13.7,,1,,0.4,,7.6,,8.3,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,48,,15,,4.3,,1.1,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,,,,1.3,,,,,,,,,,0.54,,46,,39,,,,,,,,,35.1,10.7,1.24
MIDROADF2,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5215186,777397,BEM,MIDROADF2 17604,BODEM,Loess,08102020,03112020,0,25,0,,1.3,,,,,,2140,,11,,110,,,,119,,,,,,,,,,1.1,,,,325,,13,,17,,,,,,,,,,,,,,,,,,,,4.7,,1.1,,4.2,,10,,121,,75,,,,65,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,10.1,,0.9,,0.2,,1.6,,8.9,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,65,,8.3,,0.9,,0.7,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,,,,2.4,,,,,,,,,,0.57,,44,,41,,,,,,,,,36.7,12.3,1.18
MIDROADSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIKESFOLLY,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211137,776887,BEM,MIDESFOLLY 16909,BODEM,Loess,08102020,29102020,0,15,0,,1.6,,,,,,2910,,11,,80,,,,116,,,,,,,,,,4.9,,,,510,,14,,18,,,,,,,,,,,,,,,,,,,,6.5,,0.8,,5.9,,13,,144,,97,,,,82,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,22.7,,1.3,<,0.1,<,0.1,,8.6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,77,,16,,3.4,,0.9,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,3.1,,,,,,,,,,0.53,,32,,48,,,,,,,,,38.2,15.9,1.12
MILLENIUM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778231,BEM,MILLENIUM 18491,BODEM,Loess,08102020,13112020,0,25,0,,2.4,,,,,,2830,,10,,145,,,,169,,,,,,,,,,5,,,,410,,17,,21,,,,,,,,,,,,,,,,,,,,6.7,,2,,5.3,,30,,205,,89,,,,85,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,29.6,,1.2,<,0.1,<,0.1,,5.8,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,72,,14,,2.4,,0.6,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8410,,,,2.8,,,,,,,,,,0.53,,33,,30,,,,,,,,,42.3,23.3,1.14
MYSTOLEBOT,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210643,776791,BEM,MYSTOLEBOT 16973,BODEM,Loess,08102020,05112020,0,15,0,,1.7,,,,,,2390,,10,,75,,,,207,,,,,,,,,,4.2,,,,335,,9,,13,,,,,,,,,,,,,,,,,,,,5.1,,0.7,,4.5,,16,,135,,88,,,,76,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,15.9,,1,<,0.1,<,0.1,,7.7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,72,,12,,3.1,,0.7,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,,,,2.4,,,,,,,,,,0.53,,49,,30,,,,,,,,,39,16,1.17
MYSTOLTOPA,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210643,776792,BEM,MYSTOLTOPA 16974,BODEM,Loess,08102020,05112020,0,15,0,,1.9,,,,,,2950,,11,,80,,,,184,,,,,,,,,,4.5,,,,365,,7,,11,,,,,,,,,,,,,,,,,,,,5.6,,0.3,,6.2,,17,,160,,100,,,,68,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,16.9,,1.2,<,0.1,<,0.1,,7.7,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,85,,11,,2.8,,0.8,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,,,,3.1,,,,,,,,,,0.5,,37,,40,,,,,,,,,40,18.6,1.11
MYSTOLTOPB,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210924,776804,BEM,MYSTOLTOPB 16975,BODEM,Loess,08102020,28102020,0,15,0,,1.4,,,,,,2510,,12,,70,,,,227,,,,,,,,,,2.9,,,,435,,10,,14,,,,,,,,,,,,,,,,,,,,6.3,,0.4,,6.2,,8,,112,,87,,,,85,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,11,,0.7,<,0.1,<,0.1,,9.3,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,74,,9.8,,2.6,,0.6,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,,,,3,,,,,,,,,,0.48,,33,,52,,,,,,,,,37.4,13.6,1.11
NEWBARNGAL,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223501,778165,BEM,NEWBARNGAL 18726,BODEM,Loess,08102020,12112020,0,25,0,,1.6,,,,,,1590,,10,,85,,,,280,,,,,,,,,,7.6,,,<,150,,3,,7,,,,,,,,,,,,,,,,,,,,7.2,<,0.2,,3.6,,22,,134,,85,,,,68,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,14.1,,0.9,<,0.1,<,0.1,,6.8,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,68,,11,,5.7,,0.7,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460,,,,1.6,,,,,,,,,,0.44,,31,,43,,,,,,,,,37.7,16.8,1.20
NEWBARNKIS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223501,778166,BEM,NEWBARNKIS 18727,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,1930,,13,,85,,,,374,,,,,,,,,,7.4,,,,275,,9,,13,,,,,,,,,,,,,,,,,,,,6.9,,0.2,,4.7,,14,,146,,100,,,,59,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,17.2,,0.6,<,0.1,<,0.1,,8.3,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,83,,12,,5.1,,0.4,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7035,,,,2.5,,,,,,,,,,0.53,,25,,56,,,,,,,,,36,14,1.16
NEWCAMEO,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223517,778224,BEM,NEWCAMEO 18484,BODEM,Loess,08102020,13112020,0,25,0,,2,,,,,,3400,,9,,180,,,,283,,,,,,,,,,7.2,,,,155,,1,,5,,,,,,,,,,,,,,,,,,,,7,,3,,6.9,,18,,198,,92,,,,70,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,31.3,,1,<,0.1,<,0.1,,7.9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,72,,16,,3.6,,0.5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7845,,,,3.2,,,,,,,,,,0.46,,22,,50,,,,,,,,,39.7,19.3,1.09
NEWFARM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223513,778217,BEM,NEWFARM 18378,BODEM,Loess,08102020,13112020,0,25,0,,1.1,,,,,,1890,,11,,95,,,,124,,,,,,,,,,5.7,,,,275,,11,,15,,,,,,,,,,,,,,,,,,,,5.4,,0.8,,3.7,,12,,104,,89,,,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,18.3,,0.9,<,0.1,<,0.1,,8.5,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,65,,18,,5.5,,0.9,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065,,,,2.1,,,,,,,,,,0.57,,15,,69,,,,,,,,,31.7,9.9,1.19
OLDCRFTGAL,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210927,776843,BEM,OLDCRFTGAL 16910,BODEM,Loess,08102020,12112020,0,15,0,,1.5,,,,,,1840,,9,,60,,,,165,,,,,,,,,,2,,,,205,,5,,9,,,,,,,,,,,,,,,,,,,,5.8,,0.9,,3.7,,16,,165,,100,,,,24,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,18.3,,0.8,<,0.1,<,0.1,,7.7,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,87,,11,,1.2,,0.5,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165,,,,1.7,,,,,,,,,,0.46,,46,,33,,,,,,,,,37.9,14.8,1.19
OLDCRFTPER,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211137,776888,BEM,OLDCRFTPER 16911,BODEM,Loess,08102020,29102020,0,15,0,,1.4,,,,,,1770,,10,,55,,,,138,,,,,,,,,,3.8,,,,195,,4,,8,,,,,,,,,,,,,,,,,,,,4.8,,0.8,,3.6,,14,,133,,83,,,,52,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,14.7,,1,,0.2,,0.8,,8,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,68,,11,,2.9,,0.8,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275,,,,1.7,,,,,,,,,,0.47,,52,,30,,,,,,,,,37.7,13.6,1.20
OLDHOLYGAL,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777125,BEM,OLDHOLYGAL 16914,BODEM,Loess,08102020,29102020,0,15,0,,1.4,,,,,,2700,,11,,75,,,,254,,,,,,,,,,6,,,,610,,19,,23,,,,,,,,,,,,,,,,,,,,6.5,,0.7,,5.3,,10,,157,,98,,,,64,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,18.3,,1.1,<,0.1,<,0.1,,9,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,81,,12,,3.8,,0.7,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,,,,2.8,,,,,,,,,,0.53,,45,,39,,,,,,,,,38,13.9,1.14
OLDHOLYWIN,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777124,BEM,OLDHOLYWIN 16913,BODEM,Loess,08102020,29102020,0,15,0,,1,,,,,,1250,,11,,40,,,,170,,,,,,,,,,6.2,,,,190,,5,,9,,,,,,,,,,,,,,,,,,,,5.3,,0.6,,2.7,,11,,91,,84,,,,41,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,9.5,,0.5,<,0.1,<,0.1,,8.6,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,67,,10,,6.8,,0.5,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255,,,,1.4,,,,,,,,,,0.52,,53,,33,,,,,,,,,36,10.8,1.23
OLDLEYPEAR,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223518,778228,BEM,OLDLEYPEARA 18492,BODEM,Loess,08102020,12112020,0,25,0,,2.3,,,,,,2610,,9,,150,,,,193,,,,,,,,,,5.3,,,,315,,12,,16,,,,,,,,,,,,,,,,,,,,6.5,,0.8,,4.5,,27,,194,,87,,,,69,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,25.8,,1.1,<,0.1,<,0.1,,5.8,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,71,,13,,2.7,,0.6,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,2.4,,,,,,,,,,0.53,,30,,38,,,,,,,,,40.2,20.5,1.17
OLDLEYPLUM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778232,BEM,OLDLEYPLUM 18493,BODEM,Loess,08102020,13112020,0,25,0,,2.6,,,,,,4100,,9,,225,,,,313,,,,,,,,,,6.6,,,,515,,19,,23,,,,,,,,,,,,,,,,,,,,7.2,,0.7,,6,,40,,253,,77,,,,137,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,34.4,,1.4,<,0.1,<,0.1,,4.2,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,60,,14,,2.6,,0.6,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8535,,,,3.8,,,,,,,,,,0.63,,7,,46,,,,,,,,,40.9,21.8,1.12
PACKHOUSE,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778233,BEM,PACKHOUSE 18494,BODEM,Loess,08102020,13112020,0,25,0,,3,,,,,,3300,,11,,155,,,,162,,,,,,,,,,9.4,,,,420,,14,,18,,,,,,,,,,,,,,,,,,,,7,,1.4,,6.9,,34,,215,,92,,,,90,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,29.6,,1.7,<,0.1,<,0.1,,6.1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,73,,14,,4.4,,0.8,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8670,,,,3.6,,,,,,,,,,0.52,,20,,38,,,,,,,,,43.4,25.5,1.09
PADDOCK,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223522,778241,BEM,PADDOCK 18488,BODEM,Loess,08102020,12112020,0,25,0,,3.4,,,,,,4380,,11,,195,,,,140,,,,,,,,,,6.2,,,,640,,32,,36,,,,,,,,,,,,,,,,,,,,5.4,,1.5,,8.8,,46,,211,,86,,,,200,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,28.1,,2.2,<,0.1,<,0.1,,3.2,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,69,,13,,2.9,,1,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,,,,4.9,,,,,,,,,,0.56,,22,,22,,,,,,,,,47.7,30.8,1.05
